Item ID,Created Time,Last Modified Time,Item Name,Item Name(Secondary Language),Sales Description,Selling Price,Sales Account,Is Returnable Item,Brand,Manufacturer,Package Weight,Package Length,Package Width,Package Height,Dimension Unit,Weight Unit,Is Receivable Service,Tax Name,Tax Percentage,Tax Type,Taxable,Exemption Reason,Product Type,Source,Reference ID,Last Sync Time,Status,Unit,Unit Name,Default Sales Unit Name,Default Sales Unit Symbol,Default Purchase Unit Name,Default Purchase Unit Symbol,SKU,UPC,EAN,ISBN,Part Number,Purchase Price,Purchase Account,Purchase Description,Inventory Account,Inventory Valuation Method,Reorder Level,Preferred Vendor,Warehouse Name,Opening Stock,Opening Stock Value,Stock On Hand,Is Combo Product,Enable Bin Tracking,Item Type,Sellable,Purchasable,Track Inventory,CF.CATEGORY
9465000000063581,2024-07-31 16:40:34,2025-07-31 04:01:08,555 SARDINES RED 50X155GM,,,SAR 115.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C50P,C50P,C50P,C50P,C50P,C50P,,,,,,SAR 105.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,12.6200,false,false,Inventory,true,true,true,
9465000000063596,2024-07-31 16:40:34,2025-06-25 10:00:49,555 TUNA AFFRITADA 50X155GM,,,SAR 252.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C50P,C50P,C50P,C50P,C50P,C50P,,,,,,SAR 230.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0400,false,false,Inventory,true,true,true,
9465000000063611,2024-07-31 16:40:34,2025-07-29 14:15:01,555 TUNA MACHADO 50X155GM,,,SAR 218.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C50P,C50P,C50P,C50P,C50P,C50P,,,,,,SAR 198.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063626,2024-07-31 16:40:34,2025-06-23 12:30:05,555 TUNA SPICY BICOL EXPRESS 50X155GM,,,SAR 252.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C50P,C50P,C50P,C50P,C50P,C50P,,,,,,SAR 230.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063641,2024-07-31 16:40:34,2025-06-23 12:30:05,555 TUNA SPICY PAKSIW 50X155GM,,,SAR 253.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C50P,C50P,C50P,C50P,C50P,C50P,,,,,,SAR 230.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063656,2024-07-31 16:40:35,2024-07-31 16:50:37,900 SADIA CHICKEN,,,SAR 139.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 139.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000063671,2024-07-31 16:40:35,2024-07-31 16:50:37,AALI MAZAQ EYE GLASS 12X24X6GM/عالي مزاق عين نظارة,,,SAR 75.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 60.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063686,2024-07-31 16:40:35,2025-07-31 04:01:01,ABC EXTRA HOT CHILLI SAUCE 24X335ML,,,SAR 140.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 126.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.6700,false,false,Inventory,true,true,true,
9465000000063701,2024-07-31 16:40:35,2024-07-31 16:50:37,ABC FRIED CUP MIE GORANG 24X80GM,,,SAR 50.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 45.60,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063716,2024-07-31 16:40:35,2025-07-23 12:36:08,ABC MEDIUM SWEET SOY SAUACE 12X620ML,,,SAR 187.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 170.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.7700,false,false,Inventory,true,true,true,
9465000000063731,2024-07-31 16:40:35,2025-06-09 13:00:42,ABC MOCCA 12X10X30GM,,,SAR 125.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 110.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063746,2024-07-31 16:40:35,2025-07-31 04:01:10,ABC ORIGINAL CHILLI SAUCE 24X335ML,,,SAR 139.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 126.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.1830,false,false,Inventory,true,true,true,
9465000000063761,2024-07-31 16:40:35,2025-06-23 12:30:05,ABC SALTY SOY SAUCE 12X600ML,,,SAR 92.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 80.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063776,2024-07-31 16:40:35,2025-04-01 23:54:02,ABC SAMBAL NUSANTRA 18X100G,,,SAR 105.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C18P,C18P,C18P,C18P,C18P,C18P,,,,,,SAR 90.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063791,2024-07-31 16:40:36,2025-07-04 18:11:00,ABC SUSU 12X10X30GM,,,SAR 125.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,AMN2713,,,,,SAR 110.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0260,false,false,Inventory,true,true,true,
9465000000063806,2024-07-31 16:40:36,2025-07-30 15:58:39,ABC SWEET SOY SAUCE 12X600ML*,,,SAR 165.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 150.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.2700,false,false,Inventory,true,true,true,
9465000000063821,2024-07-31 16:40:36,2025-07-23 12:36:08,ABC SWEET SOY SAUCE 12x620ML,,,SAR 187.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 170.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.2600,false,false,Inventory,true,true,true,
9465000000063836,2024-07-31 16:40:36,2024-07-31 16:50:38,ABC SWEET SOYA SAUCE 48X135ML,,,SAR 165.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C48P,C48P,C48P,C48P,C48P,C48P,,,,,,SAR 150.01,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063851,2024-07-31 16:40:36,2024-07-31 16:50:38,ABDUSALAM IND 11221 GOLDEN BASMATI 40KG,,,SAR 230.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 218.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000063866,2024-07-31 16:40:36,2025-06-07 12:17:40,ABU FARHANA GOLDEN BASMATI RICE 40KG,,,SAR 222.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 0.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000063881,2024-07-31 16:40:36,2025-07-09 12:34:00,AFIA CORN OIL 17 LTR,,,SAR 150.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 142.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000063896,2024-07-31 16:40:36,2025-04-12 06:47:31,AFTA  OLIVE OIL 12X500ML,,,SAR 160.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 153.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063911,2024-07-31 16:40:36,2025-06-07 12:17:40,AFTA BASMATI 1121 LONG GRAIN CREAMY SELLA RICE 8X5KG,,,SAR 1.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 156.52,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000063926,2024-07-31 16:40:37,2025-06-07 12:17:40,AFTA BASMATI 1121 LONG GRAIN GOLDEN SELLA RICE 5KG,,,SAR 1.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 0.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000063941,2024-07-31 16:40:37,2025-07-31 04:00:58,AFTA BEAN THREAD 20X456GM,,,SAR 169.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C20P,C20P,C20P,C20P,C20P,C20P,,,,,,SAR 147.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,4.1000,false,false,Inventory,true,true,true,
9465000000063956,2024-07-31 16:40:37,2025-07-31 04:01:07,AFTA CHINEES NOODLES  30X227GM,,,SAR 182.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C30P,C30P,C30P,C30P,C30P,C30P,,,,,,SAR 162.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,1.6683,false,false,Inventory,true,true,true,
9465000000063971,2024-07-31 16:40:37,2025-06-23 12:30:05,AFTA DRIED CHILLI W/O STALK 50PCSX100GM,,,SAR 223.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C50P,C50P,C50P,C50P,C50P,C50P,,,,,,SAR 203.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000063986,2024-07-31 16:40:37,2025-07-10 15:11:26,AFTA MUSHROOM SAUCE 12X750ML,,,SAR 69.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 60.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,1.0099,false,false,Inventory,true,true,true,
9465000000064001,2024-07-31 16:40:37,2025-06-23 12:30:05,AFTA RAISINS 1X10KG,,,SAR 95.00,Sales,true,,,0,0,0,0,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 88.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000064016,2024-07-31 16:40:37,2025-06-25 09:40:34,AFTA TAPIOCA PEARLS 30X454GM,,,SAR 182.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C30P,C30P,C30P,C30P,C30P,C30P,,,,,,SAR 158.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.3666,false,false,Inventory,true,true,true,
9465000000064031,2024-07-31 16:40:37,2025-07-26 13:27:41,AFTA WHITE GLUTINOUS RICS 10X2KG,,,SAR 145.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C10P,C10P,C10P,C10P,C10P,C10P,,,,,,SAR 126.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,2.0000,false,false,Inventory,true,true,true,
9465000000064046,2024-07-31 16:40:37,2025-06-23 12:30:05,AFTA YOUNG BABY CORN 24X410GM,,,SAR 119.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 108.32,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000064061,2024-07-31 16:40:38,2025-07-17 16:14:58,AGAR AGAR SATELIT GREEN 7g X 288,,,SAR 385.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 350.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0420,false,false,Inventory,true,true,true,
9465000000064076,2024-07-31 16:40:38,2025-07-17 16:14:58,AGAR AGAR SATELIT RED 7g x 288,,,SAR 315.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 280.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0420,false,false,Inventory,true,true,true,
9465000000064091,2024-07-31 16:40:38,2025-07-16 08:56:26,AGAR AGAR SATELIT WHITE 24X12X7GM,,,SAR 350.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 318.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0420,false,false,Inventory,true,true,true,
9465000000064106,2024-07-31 16:40:38,2025-07-31 04:00:53,AJI CRISPY FRY GARLIC 24X238GM,,,SAR 193.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 175.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,3.3483,false,false,Inventory,true,true,true,FLPNO
9465000000064121,2024-07-31 16:40:38,2025-07-31 04:01:08,AJI CRISPY FRY ORIGINAL 24X238GM,,,SAR 196.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 172.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.1600,false,false,Inventory,true,true,true,
9465000000064136,2024-07-31 16:40:38,2025-07-31 04:01:08,AJI CRISPY FRY SPICY 24X238GM,,,SAR 196.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 172.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,7.6639,false,false,Inventory,true,true,true,
9465000000064151,2024-07-31 16:40:38,2025-07-31 04:18:19,AJINO MOTO 20X454GM,أجينو موتو ٢٠×٤٥٤ جم,,SAR 180.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C20P,C20P,C20P,C20P,C20P,C20P,,,,,,SAR 175.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,-1.9000,false,false,Inventory,true,true,true,NON FLPN
9465000000064166,2024-07-31 16:40:38,2025-06-07 14:38:11,AJINO MOTO/أجينو موتو,,,SAR 180.00,Sales,true,,,0,0,0,0,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Inactive,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 172.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,-2,false,false,Inventory,true,true,true,NON FLPN
9465000000064181,2024-07-31 16:40:38,2025-06-07 14:37:38,AJINOMOTO AKRAM 20PCSX400GM,,,SAR 42.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Inactive,C20P,C20P,C20P,C20P,C20P,C20P,,,,,,SAR 38.01,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000064196,2024-07-31 16:40:39,2024-07-31 16:50:41,AL BARAKAH BORGEN COCONUT TOFFEE 800GM/البركة بورجن كوكونت توفي,,,SAR 16.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 12.66,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000064211,2024-07-31 16:40:39,2024-07-31 16:50:41,AL BASHA OLIVE OIL 12X250ML,,,SAR 80.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 73.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000064226,2024-07-31 16:40:39,2025-06-07 12:17:40,AL BASHA OLIVE OIL 12X500ML,,,SAR 130.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 118.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000064241,2024-07-31 16:40:39,2025-06-23 12:30:05,AL BASHA OLIVE OIL 20X175GM,,,SAR 97.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C20P,C20P,C20P,C20P,C20P,C20P,,,,,,SAR 92.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000064256,2024-07-31 16:40:39,2024-09-15 11:43:45,AL BASHA OLIVE OIL 4PCSX4LTR,,,SAR 417.39,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 406.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000064271,2024-07-31 16:40:39,2024-07-31 16:50:42,AL FONSO,,,SAR 1.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 0.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000064286,2024-07-31 16:40:39,2025-04-06 11:27:51,AL FONSO CHOCOLATE CHAMPORADO 45X155GM,,,SAR 158.00,Sales,true,,,0.000,0.000,0.000,0.000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C45P,C45P,C45P,C45P,C45P,C45P,,,,,,SAR 132.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.000,false,false,Inventory,true,true,true,
9465000000064301,2024-07-31 16:40:39,2025-07-23 09:33:43,AL RAED OIL 17 LTR,زيت الرائد ١٧ لت,,SAR 75.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,TIN,TIN,TIN,TIN,TIN,TIN,,,,,,SAR 70.48,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,137.0000,false,false,Inventory,true,true,true,
9465000000064316,2024-07-31 16:40:39,2024-07-31 16:50:42,AL SAFA PALM OIL 6X1.5 LTR,,,SAR 53.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C6P,C6P,C6P,C6P,C6P,C6P,,,,,,SAR 48.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000064331,2024-07-31 16:40:40,2025-06-23 12:30:05,AL SAWSAN OLIVE OIL 6X2LTR,,,SAR 305.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C6P,C6P,C6P,C6P,C6P,C6P,,,,,,SAR 300.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
